	index	score	token	sentence	model	dimension	pos_tag	sentiment	rsv	word
0	0	0.060887597501277924	467	4	0	británicos		NEU	10	más
1	1	0.03975462168455124	364	4	0	británicos		NEU	9	los
2	2	0.03663522005081177	13012	4	0	británicos		POS	8	felices
3	3	0.022424817085266113	14468	4	0	británicos		NEU	7	británicos
4	4	0.02011903189122677	10940	4	0	británicos		NEU	6	iguales
5	5	0.01622381992638111	5683	4	0	británicos		NEU	5	europeos
6	6	0.015047837048768997	40224	4	0	británicos		POS	4	bienvenidos
7	7	0.013937847688794136	25396	4	0	británicos		NEG	3	esclavos
8	8	0.01334715262055397	8349	4	0	británicos		NEU	2	extranjeros
9	9	0.01269827876240015	2656	4	0	británicos		NEU	1	españoles
0	0	0.13374947011470795	467	5	0	británicos		NEU	10	más
1	1	0.05092935264110565	364	5	0	británicos		NEU	9	los
2	2	0.032754719257354736	13012	5	0	británicos		POS	8	felices
3	3	0.022328993305563927	2134	5	0	británicos		NEU	7	mayoría
4	4	0.02088434062898159	1111	5	0	británicos		NEU	6	menos
5	5	0.019155025482177734	30682	5	0	británicos		NEU	5	optimistas
6	6	0.014789920300245285	8349	5	0	británicos		NEU	4	extranjeros
7	7	0.013781771995127201	10782	5	0	británicos		POS	3	ricos
8	8	0.011501733213663101	2656	5	0	británicos		NEU	2	españoles
9	9	0.011463586241006851	5251	5	0	británicos		POS	1	buenos
0	0	0.1252913624048233	10940	6	0	británicos		NEG	10	iguales
1	1	0.03813605755567551	2656	6	0	británicos		NEU	9	españoles
2	2	0.03509840741753578	13012	6	0	británicos		POS	8	felices
3	3	0.023619335144758224	5251	6	0	británicos		POS	7	buenos
4	4	0.023597462102770805	974	6	0	británicos		NEU	6	así
5	5	0.021566320210695267	19191	6	0	británicos		NEG	5	ingleses
6	6	0.020617878064513206	14468	6	0	británicos		NEU	4	británicos
7	7	0.01946951262652874	40224	6	0	británicos		POS	3	bienvenidos
8	8	0.01821763627231121	15615	6	0	británicos		NEU	2	musulmanes
9	9	0.012916939333081245	5683	6	0	británicos		NEU	1	europeos
0	0	0.27297380566596985	6500	7	0	británicos		NEG	10	afectados
1	1	0.07354539632797241	32757	7	0	británicos		NEG	9	perjudicados
2	2	0.034711048007011414	7478	7	0	británicos		NEU	8	activos
3	3	0.032491788268089294	8452	7	0	británicos		NEU	7	interesados
4	4	0.029320983216166496	13012	7	0	británicos		POS	6	felices
5	5	0.019215933978557587	38131	7	0	británicos		NEU	5	beneficiados
6	6	0.01229892484843731	10782	7	0	británicos		POS	4	ricos
7	7	0.010848278179764748	7423	7	0	británicos		NEU	3	seguros
8	8	0.010624866932630539	40360	7	0	británicos		NEU	2	buscados
9	9	0.009482234716415405	24825	7	0	británicos		NEU	1	preocupados
0	0	0.3121568262577057	6500	8	0	británicos		NEU	10	afectados
1	1	0.11937783658504486	6642	8	0	británicos		NEU	9	numerosos
2	2	0.08173783868551254	32757	8	0	británicos		NEG	8	perjudicados
3	3	0.025989152491092682	38131	8	0	británicos		NEU	7	beneficiados
4	4	0.022494269534945488	7478	8	0	británicos		NEU	6	activos
5	5	0.01648235134780407	40360	8	0	británicos		NEU	5	buscados
6	6	0.013770023360848427	9131	8	0	británicos		NEU	4	habituales
7	7	0.012841244228184223	33928	8	0	británicos		NEU	3	demandados
8	8	0.01071432139724493	16344	8	0	británicos		NEU	2	vulnerables
9	9	0.010593162849545479	12115	8	0	británicos		NEU	1	frecuentes
0	0	0.18558834493160248	6500	9	0	británicos		NEU	10	afectados
1	1	0.060621801763772964	7478	9	0	británicos		NEU	9	activos
2	2	0.045932043343782425	32757	9	0	británicos		NEG	8	perjudicados
3	3	0.03157724067568779	10782	9	0	británicos		POS	7	ricos
4	4	0.030276071280241013	13012	9	0	británicos		POS	6	felices
5	5	0.01812991313636303	6642	9	0	británicos		NEU	5	numerosos
6	6	0.01747930236160755	28932	9	0	británicos		POS	4	solidarios
7	7	0.014573685824871063	9859	9	0	británicos		NEG	3	pobres
8	8	0.013845040462911129	18179	9	0	británicos		NEG	2	conservadores
9	9	0.012165296822786331	2634	9	0	británicos		NEU	1	jóvenes
0	0	0.13832569122314453	6500	10	0	británicos		NEU	10	afectados
1	1	0.10126746445894241	6642	10	0	británicos		NEU	9	numerosos
2	2	0.047803398221731186	33928	10	0	británicos		NEU	8	demandados
3	3	0.04064720869064331	7478	10	0	británicos		NEU	7	activos
4	4	0.03681250661611557	24627	10	0	británicos		NEU	6	solicitados
5	5	0.032442618161439896	40360	10	0	británicos		NEU	5	buscados
6	6	0.02835884690284729	32757	10	0	británicos		NEG	4	perjudicados
7	7	0.028357600793242455	9131	10	0	británicos		NEU	3	habituales
8	8	0.02630193717777729	14364	10	0	británicos		POS	2	fieles
9	9	0.02124250866472721	12115	10	0	británicos		POS	1	frecuentes
0	0	0.10852199792861938	5251	11	0	británicos		POS	10	buenos
1	1	0.08715273439884186	21629	11	0	británicos		NEU	9	listos
2	2	0.07072620093822479	14661	11	0	británicos		POS	8	inteligentes
3	3	0.06558487564325333	7817	11	0	británicos		NEG	7	malos
4	4	0.052408140152692795	24579	11	0	británicos		NEG	6	tontos
5	5	0.022406037896871567	10782	11	0	británicos		POS	5	ricos
6	6	0.019627394154667854	26014	11	0	británicos		NEG	4	racistas
7	7	0.013768382370471954	44664	11	0	británicos		POS	3	guapos
8	8	0.012837656773626804	34754	11	0	británicos		NEG	2	raros
9	9	0.012704221531748772	13012	11	0	británicos		POS	1	felices
0	0	0.06140189617872238	21405	12	0	británicos		NEG	10	ladrones
1	1	0.05746321752667427	32228	12	0	británicos		NEG	9	cerdos
2	2	0.04145750775933266	36396	12	0	británicos		NEG	8	gilipollas
3	3	0.04071570932865143	20185	12	0	británicos		NEG	7	nazis
4	4	0.02935541607439518	48968	12	0	británicos		NEG	6	chorizos
5	5	0.029227975755929947	16111	12	0	británicos		NEU	5	santos
6	6	0.025270884856581688	24139	12	0	británicos		NEG	4	fascistas
7	7	0.019772792235016823	20782	12	0	británicos		NEG	3	asesinos
8	8	0.018950117751955986	45220	12	0	británicos		NEG	2	ignorantes
9	9	0.018397832289338112	26014	12	0	británicos		NEG	1	racistas
0	0	0.056256432086229324	5251	0	0	argentinos		POS	10	buenos
1	1	0.0557258278131485	1938	0	0	argentinos		POS	9	mejores
2	2	0.045590683817863464	7817	0	0	argentinos		NEG	8	malos
3	3	0.0349276140332222	28172	0	0	argentinos		POS	7	geniales
4	4	0.02239226922392845	24579	0	0	argentinos		NEG	6	tontos
5	5	0.02112490125000477	28061	0	0	argentinos		POS	5	maravillosos
6	6	0.018108133226633072	11864	0	0	argentinos		NEG	4	peores
7	7	0.01671632193028927	5767	0	0	argentinos		NEG	3	asi
8	8	0.012922490946948528	1733	0	0	argentinos		POS	2	grandes
9	9	0.011879375204443932	13012	0	0	argentinos		POS	1	felices
0	0	0.04387807846069336	13012	1	0	argentinos		POS	10	felices
1	1	0.04019538313150406	5251	1	0	argentinos		POS	9	buenos
2	2	0.03505925461649895	7817	1	0	argentinos		NEG	8	malos
3	3	0.03290104120969772	5767	1	0	argentinos		NEU	7	asi
4	4	0.02997777611017227	24579	1	0	argentinos		NEG	6	tontos
5	5	0.0227662306278944	10782	1	0	argentinos		POS	5	ricos
6	6	0.022191902622580528	48316	1	0	argentinos		NEG	4	idiotas
7	7	0.021712681278586388	1938	1	0	argentinos		POS	3	mejores
8	8	0.021276379004120827	28172	1	0	argentinos		POS	2	geniales
